rtd library version 1.0
Copyright (C) 2018 - billnie

Calculate rtd and t
using temperature-resstance data points from a file for the thermistor as input.
Usage: ./rtd [-s -40 -e 150 [-s AD_STEP (default=32)] -v 1 filename
 v = 0, 1,2
start=-10 end=600 step = 1
194 173.0  56.1, 69
195 174.0  56.4, 70
196 174.0  56.4, 70
197 174.0  56.4, 70
198 175.0  56.8, 70
199 175.0  56.8, 70
200 175.0  56.8, 70
201 176.0  57.1, 70
202 176.0  57.1, 70
203 176.0  57.1, 70
204 177.0  57.4, 71
205 177.0  57.4, 71
206 178.0  57.7, 71
207 178.0  57.7, 71
208 178.0  57.7, 71
209 179.0  58.0, 72
210 179.0  58.0, 72
211 179.0  58.0, 72
212 180.0  58.3, 72
213 180.0  58.3, 72
214 180.0  58.3, 72
215 181.0  58.7, 72
216 181.0  58.7, 72
217 182.0  59.0, 73
218 182.0  59.0, 73
219 182.0  59.0, 73
220 183.0  59.3, 73
221 183.0  59.3, 73
222 183.0  59.3, 73
223 184.0  59.6, 74
224 184.0  59.6, 74
225 185.0  59.9, 74
226 185.0  59.9, 74
227 185.0  59.9, 74
228 186.0  60.3, 74
229 186.0  60.3, 74
230 186.0  60.3, 74
231 187.0  60.6, 75
232 187.0  60.6, 75
233 187.0  60.6, 75
234 188.0  60.9, 75
235 188.0  60.9, 75
236 189.0  61.2, 75
237 189.0  61.2, 75
238 189.0  61.2, 75
239 190.0  61.5, 76
240 190.0  61.5, 76
241 190.0  61.5, 76
242 191.0  61.8, 76
243 191.0  61.8, 76
244 191.0  61.8, 76
245 192.0  62.2, 77
246 192.0  62.2, 77
247 193.0  62.5, 77
248 193.0  62.5, 77
249 193.0  62.5, 77
250 194.0  62.8, 77
251 194.0  62.8, 77
252 194.0  62.8, 77
253 195.0  63.1, 78
254 195.0  63.1, 78
255 195.0  63.1, 78
256 196.0  63.4, 78
257 196.0  63.4, 78
258 196.0  63.4, 78
259 197.0  63.8, 79
260 197.0  63.8, 79
261 198.0  64.1, 79
262 198.0  64.1, 79
263 198.0  64.1, 79
264 199.0  64.4, 79
265 199.0  64.4, 79
266 199.0  64.4, 79
267 200.0  64.7, 80
268 200.0  64.7, 80
269 200.0  64.7, 80
270 201.0  65.0, 80
271 201.0  65.0, 80
272 202.0  65.3, 81
273 202.0  65.3, 81
274 202.0  65.3, 81
275 203.0  65.7, 81
276 203.0  65.7, 81
277 203.0  65.7, 81
278 204.0  66.0, 81
279 204.0  66.0, 81
280 204.0  66.0, 81
281 205.0  66.3, 82
282 205.0  66.3, 82
283 205.0  66.3, 82
284 206.0  66.6, 82
285 206.0  66.6, 82
286 207.0  66.9, 83
287 207.0  66.9, 83
288 207.0  66.9, 83
289 208.0  67.2, 83
290 208.0  67.2, 83
291 208.0  67.2, 83
292 209.0  67.6, 83
293 209.0  67.6, 83
294 209.0  67.6, 83
295 210.0  67.9, 84
296 210.0  67.9, 84
297 210.0  67.9, 84
298 211.0  68.2, 84
299 211.0  68.2, 84
300 212.0  68.5, 85
301 212.0  68.5, 85
302 212.0  68.5, 85
303 213.0  68.8, 85
304 213.0  68.8, 85
305 213.0  68.8, 85
306 214.0  69.1, 85
307 214.0  69.1, 85
308 214.0  69.1, 85
309 215.0  69.5, 86
310 215.0  69.5, 86
311 215.0  69.5, 86
312 216.0  69.8, 86
313 216.0  69.8, 86
314 217.0  70.1, 86
315 217.0  70.1, 86
316 217.0  70.1, 86
317 218.0  70.4, 87
318 218.0  70.4, 87
319 218.0  70.4, 87
320 219.0  70.7, 87
321 219.0  70.7, 87
322 219.0  70.7, 87
323 220.0  71.0, 88
324 220.0  71.0, 88
325 220.0  71.0, 88
326 221.0  71.4, 88
327 221.0  71.4, 88
328 221.0  71.4, 88
329 222.0  71.7, 88
330 222.0  71.7, 88
331 223.0  72.0, 89
332 223.0  72.0, 89
333 223.0  72.0, 89
334 224.0  72.3, 89
335 224.0  72.3, 89
336 224.0  72.3, 89
337 225.0  72.6, 90
338 225.0  72.6, 90
339 225.0  72.6, 90
340 226.0  72.9, 90
341 226.0  72.9, 90
342 226.0  72.9, 90
343 227.0  73.2, 90
344 227.0  73.2, 90
345 227.0  73.2, 90
346 228.0  73.6, 91
347 228.0  73.6, 91
348 229.0  73.9, 91
349 229.0  73.9, 91
350 229.0  73.9, 91
351 230.0  74.2, 92
352 230.0  74.2, 92
353 230.0  74.2, 92
354 231.0  74.5, 92
355 231.0  74.5, 92
356 231.0  74.5, 92
357 232.0  74.8, 92
358 232.0  74.8, 92
359 232.0  74.8, 92
360 233.0  75.1, 93
361 233.0  75.1, 93
362 233.0  75.1, 93
363 234.0  75.5, 93
364 234.0  75.5, 93
365 234.0  75.5, 93
366 235.0  75.8, 94
367 235.0  75.8, 94
368 236.0  76.1, 94
369 236.0  76.1, 94
370 236.0  76.1, 94
371 237.0  76.4, 94
372 237.0  76.4, 94
373 237.0  76.4, 94
374 238.0  76.7, 95
375 238.0  76.7, 95
376 238.0  76.7, 95
377 239.0  77.0, 95
378 239.0  77.0, 95
379 239.0  77.0, 95
380 240.0  77.3, 96
381 240.0  77.3, 96
382 240.0  77.3, 96
383 241.0  77.7, 96
384 241.0  77.7, 96
385 241.0  77.7, 96
386 242.0  78.0, 96
387 242.0  78.0, 96
388 242.0  78.0, 96
389 243.0  78.3, 97
390 243.0  78.3, 97
391 243.0  78.3, 97
392 244.0  78.6, 97
393 244.0  78.6, 97
394 245.0  78.9, 97
395 245.0  78.9, 97
396 245.0  78.9, 97
397 246.0  79.2, 98
398 246.0  79.2, 98
399 246.0  79.2, 98
400 247.0  79.5, 98
401 247.0  79.5, 98
402 247.0  79.5, 98
403 248.0  79.9, 99
404 248.0  79.9, 99
405 248.0  79.9, 99
406 249.0  80.2, 99
407 249.0  80.2, 99
408 249.0  80.2, 99
409 250.0  80.5, 99
410 250.0  80.5, 99
411 250.0  80.5, 99
412 251.0  80.8, 100
413 251.0  80.8, 100
414 251.0  80.8, 100
415 252.0  81.1, 100
416 252.0  81.1, 100
417 252.0  81.1, 100
418 253.0  81.4, 101
419 253.0  81.4, 101
420 253.0  81.4, 101
421 254.0  81.7, 101
422 254.0  81.7, 101
423 254.0  81.7, 101
424 255.0  82.1, 101
425 255.0  82.1, 101
426 256.0  82.4, 102
427 256.0  82.4, 102
428 256.0  82.4, 102
429 257.0  82.7, 102
430 257.0  82.7, 102
431 257.0  82.7, 102
432 258.0  83.0, 103
433 258.0  83.0, 103
434 258.0  83.0, 103
435 259.0  83.3, 103
436 259.0  83.3, 103
437 259.0  83.3, 103
438 260.0  83.6, 103
439 260.0  83.6, 103
440 260.0  83.6, 103
441 261.0  83.9, 104
442 261.0  83.9, 104
443 261.0  83.9, 104
444 262.0  84.3, 104
445 262.0  84.3, 104
446 262.0  84.3, 104
447 263.0  84.6, 104
448 263.0  84.6, 104
449 263.0  84.6, 104
450 264.0  84.9, 105
451 264.0  84.9, 105
452 264.0  84.9, 105
